0.000001,0.002373,0.000004,0.000000
0.000001,0.001402,0.000004,0.000000
0.000001,0.001377,0.000004,0.000000
0.000001,0.000944,0.000004,0.000000
0.000001,0.001644,0.000004,0.000000
0.000002,0.001503,0.000003,0.000001
0.000002,0.001218,0.000004,0.000000
0.000002,0.001523,0.000003,0.000001
0.000001,0.001978,0.000004,0.000000
0.000001,0.001635,0.000004,0.000000
0.000001,0.001647,0.000004,0.000000
0.000001,0.001614,0.000004,0.000001
0.000002,0.001411,0.000004,0.000001
0.000002,0.002203,0.000004,0.000000
0.000001,0.002237,0.000003,0.000001
0.000002,0.000963,0.000004,0.000001
0.000001,0.002147,0.000003,0.000001
0.000001,0.001983,0.000004,0.000001
0.000001,0.001450,0.000004,0.000000
0.000002,0.000843,0.000004,0.000000
0.000002,0.001025,0.000004,0.000000
0.000001,0.001615,0.000004,0.000001
0.000002,0.001378,0.000004,0.000001
0.000002,0.001279,0.000004,0.000001
0.000002,0.001055,0.000004,0.000001
0.000001,0.000455,0.000004,0.000001
0.000002,0.001631,0.000004,0.000000
0.000001,0.000607,0.000004,0.000001
0.000001,0.000556,0.000004,0.000001
0.000002,0.001785,0.000005,0.000000
0.000001,0.001122,0.000005,0.000000
0.000002,0.001521,0.000005,0.000001
0.000003,0.001608,0.000004,0.000001
0.000001,0.000998,0.000004,0.000001
0.000003,0.003357,0.000004,0.000001
0.000002,0.001042,0.000005,0.000000
0.000002,0.001153,0.000005,0.000000
0.000002,0.000194,0.000005,0.000000
0.000001,0.000512,0.000005,0.000000
0.000002,0.000758,0.000005,0.000000
0.000003,0.000550,0.000004,0.000000
0.000003,0.000508,0.000004,0.000001
0.000003,0.001006,0.000004,0.000001
0.000001,0.000709,0.000004,0.000001
0.000001,0.001155,0.000004,0.000000
0.000001,0.001011,0.000005,0.000000
0.000001,0.000874,0.000005,0.000001
0.000002,0.002062,0.000005,0.000001
0.000002,0.001407,0.000005,0.000000
0.000003,0.001623,0.000005,0.000000
0.000002,0.000692,0.000004,0.000001
0.000002,0.001402,0.000005,0.000000
0.000002,0.001823,0.000005,0.000001
0.000001,0.001124,0.000005,0.000000
0.000003,0.001115,0.000005,0.000000
0.000002,0.001118,0.000005,0.000000
0.000003,0.001484,0.000004,0.000001
0.000002,0.001203,0.000006,0.000000
0.000002,0.000791,0.000005,0.000000
0.000001,0.000971,0.000005,0.000000
0.000002,0.002701,0.000004,0.000000
0.000002,0.001639,0.000005,0.000000
0.000002,0.000890,0.000005,0.000001
0.000002,0.000530,0.000005,0.000000
0.000002,0.002118,0.000005,0.000001
0.000001,0.000879,0.000005,0.000000
0.000001,0.001327,0.000005,0.000000
0.000002,0.001460,0.000005,0.000000
0.000002,0.000824,0.000005,0.000001
0.000002,0.000965,0.000005,0.000000
0.000002,0.001035,0.000005,0.000000
0.000001,0.001502,0.000004,0.000000
0.000002,0.001149,0.000005,0.000000
0.000002,0.000838,0.000005,0.000000
0.000002,0.001287,0.000004,0.000001
0.000002,0.000501,0.000005,0.000001
0.000002,0.000256,0.000004,0.000001
0.000002,0.000645,0.000005,0.000001
0.000002,0.001124,0.000005,0.000000
0.000001,0.000547,0.000005,0.000000
0.000001,0.000532,0.000004,0.000000
0.000002,0.000172,0.000004,0.000000
0.000002,0.000282,0.000004,0.000001
0.000002,0.000506,0.000004,0.000001
0.000002,0.000551,0.000005,0.000000
0.000001,0.000502,0.000004,0.000000
0.000001,0.000261,0.000005,0.000000
0.000002,0.000273,0.000005,0.000000
0.000002,0.000288,0.000003,0.000001
0.000002,0.000468,0.000004,0.000001
0.000001,0.000432,0.000004,0.000000
0.000001,0.000102,0.000004,0.000001
0.000001,0.000337,0.000004,0.000000
0.000002,0.000225,0.000004,0.000000
0.000003,0.000266,0.000003,0.000001
0.000002,0.001640,0.000003,0.000001
0.000001,0.000206,0.000004,0.000000
0.000002,0.000478,0.000003,0.000001
0.000001,0.000317,0.000003,0.000001
0.000002,0.001181,0.000003,0.000001

