0.000006,0.000605,0.005188,0.000038,0.000001
0.000006,0.000131,0.009651,0.000024,0.000001
0.000006,0.000072,0.011543,0.000024,0.000000
0.000005,0.000188,0.013051,0.000025,0.000001
0.000006,0.000213,0.016198,0.000024,0.000001
0.000006,0.000060,0.018464,0.000025,0.000001
0.000006,0.000355,0.020975,0.000023,0.000001
0.000007,0.000215,0.024454,0.000023,0.000001
0.000006,0.000016,0.026211,0.000022,0.000001
0.000006,0.000322,0.027906,0.000021,0.000000
0.000006,0.000198,0.031132,0.000021,0.000001
0.000005,0.000122,0.033699,0.000023,0.000001
0.000005,0.000216,0.036561,0.000021,0.000001
0.000005,0.000097,0.038479,0.000020,0.000001
0.000005,0.000099,0.039886,0.000019,0.000001
0.000006,0.000059,0.041597,0.000017,0.000001
0.000006,0.000119,0.043397,0.000016,0.000001
0.000006,0.000040,0.045503,0.000016,0.000001
0.000005,0.000133,0.047761,0.000014,0.000001
0.000006,0.000354,0.051182,0.000016,0.000000
0.000005,0.000137,0.054340,0.000015,0.000000
0.000005,0.000087,0.055880,0.000014,0.000001
0.000005,0.000167,0.057721,0.000016,0.000001
0.000006,0.000643,0.059261,0.000012,0.000001
0.000005,0.000045,0.062488,0.000012,0.000001
0.000005,0.000040,0.064430,0.000011,0.000001
0.000005,0.000156,0.067029,0.000011,0.000001
0.000005,0.000151,0.069567,0.000010,0.000001
0.000005,0.000116,0.071100,0.000008,0.000001
0.000004,0.000032,0.073511,0.000009,0.000000
0.000005,0.000087,0.075707,0.000010,0.000001
0.000005,0.000078,0.076892,0.000010,0.000001
0.000005,0.000018,0.078054,0.000008,0.000001
0.000006,0.000363,0.079899,0.000006,0.000000
0.000004,0.000103,0.082029,0.000006,0.000000
0.000004,0.000226,0.083544,0.000006,0.000001
0.000005,0.000071,0.084903,0.000007,0.000000
0.000004,0.000550,0.087640,0.000006,0.000001
0.000004,0.000262,0.091442,0.000006,0.000001
0.000005,0.001206,0.094669,0.000020,0.000001
0.000005,0.000081,0.097615,0.000006,0.000001
0.000005,0.000213,0.098859,0.000006,0.000001
0.000005,0.000177,0.100896,0.000006,0.000001
0.000004,0.000171,0.104420,0.000006,0.000001
0.000005,0.000193,0.106285,0.000006,0.000001
0.000004,0.000118,0.107710,0.000007,0.000000
0.000004,0.000165,0.109112,0.000007,0.000000
0.000006,0.000176,0.110248,0.000008,0.000001
0.000005,0.000122,0.112344,0.000007,0.000000
0.000005,0.000030,0.114327,0.000008,0.000000
0.000005,0.000067,0.115526,0.000008,0.000000
0.000004,0.000142,0.116938,0.000007,0.000001
0.000005,0.000186,0.118507,0.000007,0.000001
0.000004,0.000153,0.120602,0.000006,0.000001
0.000005,0.000034,0.123714,0.000007,0.000001
0.000005,0.000053,0.126589,0.000008,0.000001
0.000005,0.000237,0.130531,0.000008,0.000001
0.000005,0.000322,0.132145,0.000007,0.000001
0.000005,0.000096,0.136149,0.000006,0.000001
0.000004,0.001681,0.140197,0.000007,0.000001
0.000005,0.000276,0.145898,0.000007,0.000001
0.000005,0.000606,0.153016,0.000020,0.000001
0.000005,0.000509,0.157273,0.000006,0.000000
0.000004,0.000291,0.168611,0.000005,0.000001
0.000005,0.000042,0.170569,0.000006,0.000000
0.000005,0.000194,0.172451,0.000007,0.000000
0.000005,0.000188,0.174983,0.000006,0.000000
0.000005,0.000230,0.176681,0.000006,0.000001
0.000005,0.000033,0.177954,0.000007,0.000001
0.000004,0.000326,0.179154,0.000007,0.000000
0.000005,0.000070,0.180330,0.000006,0.000001
0.000006,0.000018,0.181331,0.000006,0.000001
0.000005,0.000070,0.182835,0.000007,0.000001
0.000005,0.000213,0.184211,0.000006,0.000001
0.000005,0.000374,0.185283,0.000007,0.000000
0.000004,0.000034,0.187056,0.000006,0.000001
0.000004,0.000137,0.188262,0.000007,0.000001
0.000004,0.000193,0.189551,0.000006,0.000000
0.000004,0.000019,0.191130,0.000006,0.000000
0.000004,0.000022,0.192457,0.000006,0.000000
0.000004,0.000205,0.194392,0.000005,0.000001
0.000005,0.000076,0.195862,0.000005,0.000001
0.000005,0.000076,0.197607,0.000005,0.000001
0.000005,0.000268,0.199305,0.000006,0.000000
0.000004,0.000090,0.200645,0.000004,0.000001
0.000004,0.000041,0.202139,0.000018,0.000000
0.000005,0.000117,0.204012,0.000004,0.000001
0.000004,0.000023,0.205760,0.000004,0.000000
0.000004,0.000073,0.206637,0.000004,0.000000
0.000004,0.001054,0.208026,0.000004,0.000001
0.000019,0.000040,0.210200,0.000004,0.000001
0.000005,0.000642,0.330290,0.000005,0.000000
0.000005,0.000065,0.332296,0.000004,0.000001
0.000004,0.000025,0.333686,0.000005,0.000000
0.000004,0.000038,0.335725,0.000005,0.000001
0.000005,0.000062,0.336839,0.000005,0.000000
0.000004,0.000022,0.337667,0.000004,0.000001
0.000005,0.000111,0.339263,0.000005,0.000001
0.000005,0.000133,0.343026,0.000008,0.000000
0.000005,0.000226,0.343980,0.000005,0.000001

