0.000098,0.000004,0.004892,0.000250,0.000022
0.000099,0.000005,0.009784,0.000275,0.000022
0.000099,0.000004,0.014789,0.000282,0.000022
0.000098,0.000005,0.019608,0.000283,0.000021
0.000099,0.000009,0.024623,0.000284,0.000022
0.000099,0.000005,0.029375,0.000284,0.000022
0.000104,0.000005,0.034299,0.000286,0.000022
0.000099,0.000005,0.039402,0.000285,0.000022
0.000100,0.000033,0.044687,0.000284,0.000022
0.000098,0.000004,0.049512,0.000281,0.000021
0.000099,0.000007,0.054404,0.000282,0.000022
0.000099,0.000004,0.059260,0.000283,0.000022
0.000100,0.000039,0.063956,0.000282,0.000022
0.000100,0.000004,0.068756,0.000283,0.000022
0.000099,0.000004,0.073468,0.000282,0.000021
0.000100,0.000004,0.078163,0.000286,0.000021
0.000099,0.000004,0.082854,0.000281,0.000022
0.000098,0.000005,0.087600,0.000284,0.000022
0.000099,0.000010,0.092290,0.000283,0.000022
0.000098,0.000004,0.096977,0.000283,0.000022
0.000098,0.000005,0.101630,0.000282,0.000022
0.000104,0.000054,0.106367,0.000281,0.000022
0.000099,0.000007,0.111300,0.000282,0.000022
0.000099,0.000005,0.116436,0.000283,0.000022
0.000099,0.000060,0.121241,0.000282,0.000022
0.000099,0.000007,0.126208,0.000285,0.000022
0.000099,0.000004,0.130897,0.000282,0.000022
0.000099,0.000005,0.135628,0.000281,0.000022
0.000099,0.000014,0.140291,0.000282,0.000022
0.000099,0.000004,0.145054,0.000282,0.000022
0.000099,0.000005,0.149752,0.000284,0.000022
0.000099,0.000006,0.154470,0.000284,0.000021
0.000099,0.000004,0.159212,0.000282,0.000022
0.000098,0.000034,0.164017,0.000282,0.000022
0.000099,0.000016,0.168912,0.000281,0.000022
0.000099,0.000008,0.173730,0.000280,0.000022
0.000100,0.000005,0.178657,0.000281,0.000022
0.000100,0.000005,0.183538,0.000283,0.000022
0.000099,0.000013,0.188260,0.000282,0.000022
0.000107,0.000025,0.193359,0.000284,0.000022
0.000099,0.000005,0.198211,0.000288,0.000021
0.000099,0.000004,0.203049,0.000284,0.000022
0.000099,0.000004,0.207846,0.000284,0.000022
0.000098,0.000005,0.212793,0.000284,0.000022
0.000100,0.000004,0.217539,0.000284,0.000022
0.000098,0.000005,0.222652,0.000284,0.000022
0.000099,0.000017,0.227744,0.000283,0.000022
0.000100,0.000005,0.233272,0.000282,0.000022
0.000100,0.000004,0.238245,0.000282,0.000022
0.000099,0.000032,0.243091,0.000282,0.000022
0.000099,0.000004,0.248115,0.000283,0.000022
0.000100,0.000004,0.253222,0.000284,0.000021
0.000099,0.000004,0.258131,0.000287,0.000022
0.000099,0.000004,0.262840,0.000284,0.000021
0.000099,0.000004,0.267683,0.000285,0.000022
0.000099,0.000004,0.272452,0.000280,0.000022
0.000099,0.000005,0.277185,0.000283,0.000022
0.000099,0.000004,0.281836,0.000281,0.000022
0.000099,0.000005,0.286473,0.000283,0.000022
0.000098,0.000005,0.291168,0.000283,0.000022
0.000099,0.000004,0.296011,0.000284,0.000022
0.000099,0.000013,0.301299,0.000284,0.000022
0.000099,0.000062,0.306963,0.000284,0.000022
0.000099,0.000004,0.311792,0.000283,0.000022
0.000099,0.000004,0.316673,0.000283,0.000022
0.000099,0.000008,0.321828,0.000284,0.000022
0.000099,0.000005,0.326716,0.000284,0.000022
0.000099,0.000005,0.331565,0.000282,0.000022
0.000099,0.000005,0.336359,0.000283,0.000022
0.000099,0.000004,0.341047,0.000281,0.000022
0.000099,0.000005,0.345816,0.000283,0.000021
0.000099,0.000005,0.350513,0.000281,0.000021
0.000099,0.000004,0.355217,0.000283,0.000022
0.000099,0.000005,0.360030,0.000283,0.000021
0.000099,0.000005,0.364823,0.000282,0.000021
0.000098,0.000005,0.369685,0.000281,0.000022
0.000099,0.000005,0.374688,0.000283,0.000021
0.000099,0.000022,0.379862,0.000281,0.000022
0.000099,0.000006,0.384894,0.000284,0.000021
0.000099,0.000004,0.389613,0.000283,0.000022
0.000097,0.000005,0.394447,0.000283,0.000022
0.000098,0.000005,0.399278,0.000282,0.000022
0.000099,0.000004,0.404090,0.000280,0.000022
0.000099,0.000017,0.409015,0.000282,0.000022
0.000098,0.000010,0.413705,0.000280,0.000022
0.000098,0.000005,0.418357,0.000280,0.000022
0.000098,0.000004,0.422992,0.000280,0.000021
0.000098,0.000007,0.427889,0.000278,0.000022
0.000097,0.000005,0.432823,0.000282,0.000021
0.000098,0.000005,0.437827,0.000279,0.000021
0.000098,0.000004,0.442812,0.000281,0.000022
0.000098,0.000013,0.447719,0.000282,0.000022
0.000098,0.000004,0.452457,0.000279,0.000022
0.000098,0.000034,0.457306,0.000281,0.000021
0.000098,0.000004,0.462122,0.000283,0.000022
0.000098,0.000005,0.466804,0.000281,0.000022
0.000099,0.000005,0.471516,0.000281,0.000021
0.000099,0.000004,0.476119,0.000281,0.000022
0.000099,0.000004,0.480827,0.000281,0.000022
0.000098,0.000016,0.485454,0.000281,0.000021
